Date,Time,Location,City,Province,No of Strike,Al-Qaeda,Taliban,Civilians Min,Civilians Max,Foreigners Min,Foreigners Max,Total Died Min,Total Died Mix,Injured Min,Injured Max,Women/Children,Special Mention (Site),Comments,References,Longitude,Latitude,Temperature(C),Temperature(F),Total Died Max,year,customDate
wednesday- june 11- 2014,2:30,dargah mandi village 10 kilometres (six miles) west of the main town of miramshah ,north waziristan,fata,8,0,16,0,0,4,6,16,16.0,4,4,0,two drones fire four-eight missiles on a compound and a pickup truck of afghan taliban,,http://www.dawn.com/news/1112050/us-drone-strike-in-north-waziristan-leaves-six-dead#comments- http://tribune.com.pk/story/720434/three-killed-in-drone-strike-in-north-waziristan-2/- http://www.dawn.com/news/1112253/key-afghan-taliban-commander-killed-in-drone-strike-sources,70.1455,32.9746,28.98,84.164,0,2014,2014-06-11
wednesday- june 18- 2014,5:30,dargah mandi village 10 kilometres (six miles) west of the main town of miramshah ,north waziristan,fata,6,0,0,6,6,0,0,6,6.0,0,0,0,a drone reportedly fired four-six missiles in dargah mandi- tor khel area of miramshah.,,http://tribune.com.pk/story/723555/fresh-drone-strike-in-miranshah-kills-four/- http://www.dawn.com/news/1113523/us-drone-attack-kills-six-suspected-militants-in-north-waziristan- http://www.defenddemocracy.org/media-hit/bill-roggio-us-drones-strike-in-north-waziristan-kill-6-militants/,70.1455,32.9746,28.845,83.921,0,2014,2014-06-18
thursday- july 10- 2014,5:00,datta khel is about 50 kilometers (30 miles) west of miran shah,north waziristan,fata,2,0,6,0,0,0,0,6,6.0,0,0,0,drone fired two missiles targeting a compound and vehicle in madakhel village of dattakhel tehsil.,foreign office- pakistan spokesperson tasneem aslam said there is no confirmation on the fresh drone attack. media outlets have reported a drone strike.,http://www.dawn.com/news/1118320- http://www.thenewstribune.com/2014/07/10/3282274/officials-us-drone-strike-in-pakistan.html- http://worldtribunepakistan.com/2014/07/10/us-drone-kills-six-in-north-waziristan/,70.1455,32.9746,29.485,85.073,0,2014,2014-07-10
wednesday- july 16- 2014,,datta khel is about 50 kilometers (30 miles) west of miran shah,north waziristan,fata,4,0,20,0,0,0,0,18,20.0,0,5,0,drone fired four missiles- two on a house and two on a vehicle.,,http://www.dawn.com/news/1119584/at-least-18-suspected-militants-killed-in-north-waziristan-drone-attack- http://tribune.com.pk/story/736367/drone-- strike-in-north-waziristan-kills-15/,70.1455,32.9746,29.29,84.722,0,2014,2014-07-16
saturday- july 19- 2014,23:45,datta khel is about 50 kilometers (30 miles) west of miran shah,north waziristan,fata,1,0,15,0,0,5,5,8,15.0,0,0,0,drone targeted a compound in mada khel suburb of data khel- a town that lies around 22 miles (36 kilometres) west of miramshah,,http://www.dawn.com/news/1120275- http://www.nytimes.com/2014/07/20/world/asia/15-militants-are-reported-killed-in-us-drone-strike-in-pakistan.html- http://tribune.com.pk/story/737823/unending-campaign-drone-strike-kills-11-suspected-militants-in-north-waziristan/ ,70.1455,32.9746,27.875,82.175,0,2014,2014-07-19
wednesday- august 06- 2014,,datta khel is about 50 kilometers (30 miles) west of miran shah,north waziristan,fata,1,0,0,0,0,5,6,5,6.0,2,2,0,foreign militants reported killed in the drones strike that fire two missiles on a compound,,http://www.dawn.com/news/1123650- http://www.nytimes.com/2014/08/07/world/asia/us-drone-strike-kills-6-in-pakistani-tribal-area.html?_r=0- http://www.longwarjournal.org/archives/2014/08/us_drone_strike_kill_29.php,70.1455,32.9746,29.425,84.965,0,2014,2014-08-06
wednesday- september 24- 2014,4:45,lorha mandi area of datta khel tehsil- 65 kilometres west of miramshah,north waziristan,fata,4,0,10,0,0,2,2,10,10.0,2,2,0,two drones fired four missiles on a car parked outside a compound of suspected foreign militants,,http://tribune.com.pk/story/766929/unmanned-war-us-drone-strike-kills-10-militants-in-n-waziristan/- http://www.longwarjournal.org/archives/2014/09/us_drone_strike_in_n.php,70.1455,32.9746,27.12,80.816,0,2014,2014-09-24
sunday- september 28- 2014,12:00,karikot karezai pal- wana,south waziristan,fata,1,0,4,0,0,2,2,4,4.0,0,0,0,,,http://www.dailytimes.com.pk/national/29-sep-2014/us-drone-kills-four-militants-in-s-waziristan- http://tribune.com.pk/story/768357/drone-strike-kills-two-militants-in-south-waziristan/- http://www.nytimes.com/2014/09/29/world/in-pakistans-tribal-north-us-drone-strike-kills-four.html,69.9,33.0333,25.42,77.756,0,2014,2014-09-28
sunday- october 05- 2014,17:50,kand ghar area of shawal district,south waziristan,fata,4,0,5,0,0,1,1,5,5.0,2,2,0,drone fired four missiles on a house and car in shawal area of north waziristan,,http://tribune.com.pk/story/771975/unmanned-war-us-drone-strike-kills-four-in-n-waziristan/- http://www.dawn.com/news/1136422/drone-strike-kills-five-in-south-waziristan- http://www.thenews.com.pk/article-161797-drone-strike-in-nwa-kills-five--injures-three,69.9,33.0333,25.31,77.558,0,2014,2014-10-05
monday- october 06- 2014,17:45,bari mail area of shawal district,south waziristan,fata,1,0,8,0,0,0,0,8,8.0,6,8,0,intelligence sources say the drone targeted the residence of a taliban commander- habib or habibullah. it is yet to be confirmed.,,http://www.dawn.com/news/1136589/drone-strike-kills-eight-wounds-six-in-south-waziristan- http://tribune.com.pk/story/772128/us-drone-strike-kills-6-in-north-waziristan/,69.9,33.0333,24.915,76.847,0,2014,2014-10-06
tuesday- october 07- 2014,,kandghar area of shawal,north waziristan,fata,2,0,7,0,0,0,0,6,7.0,5,11,0,compound of a militant commander mustaqeem was targeted in the strike- but the identity of the deceased militants is yet to be ascertained.,,http://dunyanews.tv/index.php/en/pakistan/239887-north-waziristan-19-killed-in-three-drone-strikes- http://www.dawn.com/news/1136601/,70.1455,32.9746,23.835,74.903,0,2014,2014-10-07
tuesday- october 07- 2014,12:30,datta khel area,north waziristan,fata,3,0,4,0,0,0,0,2,8.0,4,4,0,missiles hit a gathering of militants on a mountain in the datta khel region,,http://tribune.com.pk/story/772140/drone-strike-in-north-waziristan-kills-6-injures-5/- http://www.thenewstribe.com/2014/10/07/second-drone-attack-in-just-few-hours/,70.1455,32.9746,23.835,74.903,0,2014,2014-10-07
tuesday- october 07- 2014,18:30,a house in the datta khel area ,north waziristan,fata,1,0,0,4,4,0,0,4,4.0,0,0,0,pilotless aircraft fired two missiles at a house located in kandansar area of datta khel. the house was leveled to the ground. all four people inside the house died. ,,http://www.globalpost.com/dispatch/news/xinhua-news-agency/141007/1st-ld-4-killed-us-drone-strike-nw-pakistan- ,70.1455,32.9746,23.835,74.903,0,2014,2014-10-07
thursday- october 09- 2014,,loman area of dattakhel tehsil,north waziristan,fata,1,0,0,3,3,0,0,3,4.0,2,2,0,,,http://www.dawn.com/news/1136816/us-drone-strike-kills-three-in-north-waziristan- http://www.reuters.com/article/2014/10/09/us-pakistan-drones-iduskcn0hy0bp20141009,70.1455,32.9746,20.58,69.044,0,2014,2014-10-09
thursday- october 30- 2014,,nargas- a village some 30 kilometres west of wana- the main town in the south waziristan agency ,south waziristan,fata,1,0,7,0,0,1,4,4,7.0,0,0,0,it is alleged that abdullah haqqani- a commander of haqqani network is killed in the drone strike. ,,http://www.geo.tv/article-164221-haqqani-commander-among-dead-in-swa-drone-strike- http://www.reuters.com/article/2014/10/30/us-pakistan-drones-iduskbn0ij0ek20141030- http://newsweekpakistan.com/four-killed-in-u-s-drone-strike/,69.9,33.0333,15.785,60.413,0,2014,2014-10-30
tuesday- november 11- 2014,,doa toi area of datakhel tehsil in north waziristan agency,north waziristan,fata,1,0,6,0,0,0,0,4,6.0,0,2,0,,,http://www.dawn.com/news/1143781- http://www.aljazeera.com/news/asia/2014/11/us-drone-strike-hits-northern-pakistan-20141111155841221293.html- http://www.reuters.com/article/2014/11/11/us-pakistan-drones-iduskcn0iv1ii20141111,70.1455,32.9746,13.695,56.651,0,2014,2014-11-11
thursday- november 20- 2014,,dattakhel,north waziristan,fata,2,0,6,0,-6,0,0,0,5.0,0,3,1,,,http://www.dawn.com/news/1145788/us-drone-strike-in-north-waziristan-kills-three,70.1455,32.9746,12.325,54.185,0,2014,2014-11-20
friday- november 21- 2014,,,north waziristan,fata,1,0,5,0,-5,0,0,0,9.0,0,0,0,,,http://www.lse.co.uk/allnews.asp?code=n5muq0fr&headline=us_drones_kill_9_islamist_militants_in_pakistan_strikes,70.1455,32.9746,12.64,54.752,0,2014,2014-11-21
wednesday- november 26- 2014,,kundghar,north waziristan,fata,2,0,4,0,-4,0,0,0,6.0,0,0,0,,,http://www.dawn.com/news/1147013/drone-strike-in-north-waziristan-kills-six-suspected-militants,70.1455,32.9746,13.405,56.129,0,2014,2014-11-26
wednesday- december 03- 2014,,dattakhel,north waziristan,fata,1,0,3,0,3,0,0,6,9.0,0,0,0,,,http://www.dawn.com/news/1148767/airstrikes-in-north-waziristan-kill-18-suspected-militants,70.1455,32.9746,12.99,55.382,0,2014,2014-12-03
sunday- december 07- 2014,6:00,kher tangi,north waziristan,fata,1,0,0,0,0,0,0,0,18.0,0,0,0,,,http://www.dawn.com/news/1148767/airstrikes-in-north-waziristan-kill-18-suspected-militants,70.1455,32.9746,11.16,52.088,0,2014,2014-12-07
saturday- december 20- 2014,,dattakhel,north waziristan,fata,2,0,0,0,0,0,0,0,6.0,0,2,0,,,http://www.dawn.com/news/1149477/al-qaeda-leader-among-six-killed-in-drone-strike,70.1455,32.9746,9.53,49.154,0,2014,2014-12-20
friday- december 26- 2014,,dattakhel,north waziristan,fata,1,0,0,0,0,0,0,0,6.0,0,0,0,,,http://www.dawn.com/news/1153301,70.1455,32.9746,12.65,54.77,0,2014,2014-12-26
friday- december 26- 2014,,shawal valley,north waziristan,fata,1,0,5,-4,-1,0,0,4,39.0,0,0,0,,,http://www.dawn.com/news/1153301,70.1455,32.9746,12.65,54.77,0,2014,2014-12-26
saturday- january 03- 2015,,shawal valley ,north waziristan,fata,1,0,0,0,0,0,0,0,8.0,0,2,0,,,http://www.dawn.com/news/1155037/hafiz-gul-bahadur-group-targeted-in-n-waziristan-drone-strike,70.1455,32.9746,7.23,45.014,0,2015,2015-01-03
thursday- january 15- 2015,,acha dara area ,north waziristan,fata,1,0,6,0,0,0,0,0,6.0,0,0,0,,,http://www.dawn.com/news/1157169/six-killed-in-north-waziristan-drone-strike,70.1455,32.9746,8.08,46.544,0,2015,2015-01-15
thursday- january 15- 2015,2:00,wacha dhara area- spilgai- border of swa and nwa,south waziristan,fata,1,0,0,0,7,0,0,0,7.0,0,0,0,,,http://www.dawn.com/news/1157169/six-killed-in-north-waziristan-drone-strike,69.9,33.0333,7.975,46.355,0,2015,2015-01-15
monday- january 19- 2015,,shawal valley,north waziristan,fata,2,0,0,0,0,0,7,0,6.0,0,4,0,,,http://www.dawn.com/news/1158011/us-drone-attack-in-north-waziristan-kills-four,70.1455,32.9746,9.67,49.406,0,2015,2015-01-19
wednesday- january 28- 2015,,shawal valley,north waziristan,fata,2,0,0,7,0,0,0,0,7.0,0,4,0,,,http://www.dawn.com/news/1160165/seven-killed-in-drone-strike,70.1455,32.9746,4.665,40.397,0,2015,2015-01-28
tuesday- march 24- 2015,,nazyan district of afghanistan's nangarhar province,khyber agency,fata,2,0,9,0,0,0,0,0,9.0,0,0,0,us drone strike in nazyan district of afghanistan's nangarhar province- near the pak-afghan border in khyber agency.,,http://www.dawn.com/news/1171563/nine-suspected-militants-killed-in-drone-strike-near-khyber-border,71.1481,34.0983,19.69,67.442,0,2015,2015-03-24
wednesday- march 18- 2015,,shabak kurram tribal agency-adjacent to north waziristan,north waziristan,fata,1,0,3,0,0,0,0,2,3.0,0,0,0,,,http://www.dawn.com/news/1170624/drone-strike-near-pak-afghan-border-takes-out-hakimullahs-aide,70.1455,32.9746,12.6,54.68,0,2015,2015-03-18
sunday- april 12- 2015,,shawwal ,north waziristan,fata,2,4,0,0,0,0,0,0,4.0,0,0,0,us drone strike at house in shawwal north wasiristan fata,,http://www.express.pk/story/346692/,70.1455,32.9746,18.15,64.67,0,2015,2015-04-12
saturday- may 16- 2015,,warokey mandi area shawal district,north waziristan,fata,2,0,0,0,0,1,0,5,6.0,0,2,0,a us drone strike in the shawal valley of north waziristan agency on may 16 killed six suspected militants and injured several others- causing security concerns in the area at a time when operation zarb-e -azb is being carried out successfully with the aim to eradicate terrorism from the country.,,http://www.dawn.com/news/1182371/drone-strike-in-north-waziristan-kills-five-militants,70.1455,32.9746,25.75,78.35,0,2015,2015-05-16
monday- may 18- 2015,,zoey narey shawal valley ,north waziristan,fata,2,0,0,0,0,0,0,0,6.0,0,2,0,,,http://www.dawn.com/news/1182734/us-drone-strike-in-north-waziristan-leaves-six-militants-dead,70.1455,32.9746,25.165,77.297,0,2015,2015-05-18
monday- may 18- 2015,,datta khel ,north waziristan,fata,2,0,0,0,0,0,0,0,6.0,0,0,0,,,http://www.pakistanherald.com/news/5939/19-may-2015/us-drone-kills-six-militants-in-north-waziristan,70.1455,32.9746,25.165,77.297,0,2015,2015-05-18
thursday- may 21- 2015,, datta khel- shawal valley ,north waziristan,fata,1,0,0,0,0,0,0,15,16.0,0,0,0,air strikes killed at least 15 suspected militants in shawal valley on thursday- intelligence officials said- a week after security forces moved in on taliban strongholds there.,,http://tribune.com.pk/story/890103/air-strikes-kill-15-militants-in-shawal-valley/,70.1455,32.9746,26.98,80.564,0,2015,2015-05-21
monday- june 01- 2015,,shawal area,north waziristan,fata,2,0,0,0,0,0,0,0,4.0,0,0,0,,,http://www.geo.tv/article-186698-drone-strike-kills-at-least-4-in-north-waziristan-,70.1455,32.9746,25.495,77.891,0,2015,2015-06-01
saturday- june 06- 2015,,shawal valley,north waziristan,fata,1,0,9,0,0,0,0,8,9.0,0,0,0,,,http://www.presstv.ir/detail/2015/06/06/414623/pakistan-us-drone-waziristan,70.1455,32.9746,26.965,80.537,0,2015,2015-06-06
thursday- august 06- 2015,,datta khel ,north waziristan,fata,1,0,5,0,0,0,0,0,5.0,0,0,0,,,http://www.presstv.ir/detail/2015/08/06/423591/pakistan-us-drone-north-waziristan-obama,32.905167,69.748798,15.99,60.782,0,2015,2015-08-06
tuesday- september 01- 2015,,shawal valley/datta khel(karwanda /lawra mandi area),north waziristan,fata,1,0,0,0,0,0,0,0,5.0,0,3,0,drone strike has killed five militants and three others injured in karwanda area of datta khel,,http://www.ndtv.com/world-news/us-drone-strike-kills-5-militants-in-pakistan-1213312   http://tribune.com.pk/story/949175/zarb-e-azb-five-militants-killed-in-nwa-   shawal valleyhttp://tribune.com.pk/story/949175/zarb-e-azb-five-militants-killed-in-nwa-drone-strike/drone-strike/,32.844444,69.830556,7.94,46.292,0,2015,2015-09-01
monday- september 07- 2015,,shawal valley,north waziristan,fata,1,0,0,0,0,0,0,0,3.0,0,0,0,drone carried out an operation in the shawal valley of north waziristan tribal agency,pakistani-made 'burraq' drone kills three terrorists in shawal,https://tribune.com.pk/story/952121/pakistans-first-indigenous-armed-drone-kills-3-militants-in-shawal-ispr/,32.844444,69.830556,6.755,44.159,0,2015,2015-09-07
friday- september 18- 2015,,shonkrai narai area,north waziristan,fata,2,0,0,6,7,0,0,6,7.0,6,0,0,the aircraft fired two missiles at the vehicle, the strike was launched at a vehicle close to a militants' hideout in shonkrai narai area of south waziristan. a semi-autonomous tribal area along pakistan- afghanistan border.,https://tribune.com.pk/story/959077/seven-militants-killed-in-south-waziristan-drone-strike/,32.320237,69.859741,7.18,44.924,0,2015,2015-09-18
friday- september 18- 2015,,shawal region,north waziristan,fata,1,0,19,0,0,0,0,0,19.0,0,0,0,,pakistan air forces jet fighters pounded at kond ghar area of shawal region in north waziristan and targeted the hideouts of militants in the region.,http://www.arynews.tv/en/19-militants-killed-in-jet-fighters-attack-drone-raid-in-waziristan/,32.844444,69.830556,7.24,45.032,0,2015,2015-09-18
saturday- january 09- 2016,,mangroti area,north waziristan,fata,1,0,0,0,0,0,0,0,5.0,0,0,0, atleast five suspected militants were killed in a united states drone strike carried out in north waziristan's mangroti area on saturday.,,http://www.dailykashmirimages.com/details/100337/us-drone-strikes-kills-25-suspected-militants-in-pakistan-afghanistan,32.320237,69.859741,-7.765,18.023,0,2016,2016-01-09
friday- january 22- 2016,,kurram agency,north waziristan,fata,4,0,0,0,0,0,0,0,3.0,1,1,0,at least three people were killed and one person injured in a us drone strike on the border between pakistans kurram agency( shahidano dhand area of lower kurram agency) and afghanistan,,http://dunyanews.tv/en/pakistan/324105-three-dead-one-injured-in-us-drone-strike-in-kurr,33.695975,70.336069,-14.155,6.521,0,2016,2016-01-22
saturday- may 21- 2016,15:45,kuchaki,dalbandin,balochistan,1,0,1,1,1,0,0,2,2.0,0,0,0,,"in pakistan's balochistan province targeted and killed taliban leader mullah akhtar monsour on saturday, may 21, 2016 as he was traveling from iran to quetta,  in a vehicle with his driver along route n-40.",https://www.theguardian.com/world/2016/may/21/us-airstrike-taliban-leader-mullah-akhtar-mansoor,28.896179,64.399215,8.745,47.741,0,2016,2016-05-21
thursday- march 02- 2017,16:00,"sara khwa, kurram agency",north waziristan,fata,1,0,2,0,0,0,0,2,2.0,0,0,0,killed two suspected militants in a border village along pak-afghan border in kurram agency of fata.,,https://www.thenews.com.pk/print/189928-first-drone-strike-in-pakistan-under-trump-admin-kills-two; http://www.hindustantimes.com/world-news/first-drone-strike-in-pakistan-under-trump-kills-2-militants/story-rhejddmchdupov7qdd3ewl.html ,32.293811,70.105,23.0,73.0,0,2017,2017-03-02
wednesday- april 26- 2017,12:30,lawara mandi area,north waziristan,fata,2,0,7,3,3,0,0,10,10.0,0,0,0,"there are two militant commanders, abdul rehman and akhtar mohammad among the dead",,https://www.geo.tv/latest/139727-suspected-us-drone-strike-targets-taliban-militants-regional-official; https://www.dawn.com/news/1329708,33.145357,70.029226,29.0,85.0,0,2017,2017-04-26
wednesday- may 24- 2017,12:00,"garvik area, shawal tehsil",north waziristan,fata,1,0,0,0,0,0,0,3,3.0,0,0,0,"the us drone attack killed three militants, including a key ttp commander, abdullah kashmiri, in an unspecified place close to afghanistan border north waziristan agency of fata.",killing two ttp militants and a key commander abdullah kashmiri.,https://www.thenews.com.pk/latest/206381-suspected-us-drone-strike-targets-pakistani-taliban-militants-in-n-waziristan; https://www.thebureauinvestigates.com/drone-war/data/pakistan-covert-us-reported-actions-2017,32.7061861,69.4157815,26.0,80.0,0,2017,2017-05-24
monday- june 12- 2017,21:00,spin thal,hangu,kpk,1,0,0,0,0,0,0,2,2.0,0,0,0,haqqani network leader abubakar and his partner were killed,thal city falls in hangu district and lies close to the border with fata. it is also very close to spin thal. ,https://www.dawn.com/news/1339293,33.358693,70.54072,0.0,0.0,0,2017,2017-06-12
monday- july 03- 2017,,,south waziristan,fata,2,0,0,0,0,0,0,4,4.0,0,0,0,"a cia-operated drone carried out a missile attack in a village of the tribal region, killing a suspected militant leader.",,https://www.dawn.com/news/1343100,32.120819,69.589987,23.0,74.0,0,2017,2017-07-03
friday- september 15- 2017,,ghuz ghari,kurram agency,fata,2,0,0,0,0,0,0,3,3.0,2,2,0,a us drone killed three suspected afghan taliban militants in an attack on a compound in ghuz ghari village of kurram agency in fata.,,https://www.dawn.com/news/1357853; https://www.rferl.org/a/pakistan-suspected-us-drone-strike-kills-militants/28738090.html,33.732174,70.150755,0.0,0.0,0,2017,2017-09-15
monday- october 16- 2017,,zero-point,lower kurram agency,fata,4,0,5,0,0,0,0,17,26.0,0,0,0,at least five suspected militants were killed in the attack at the house on zero-point near lower kurram agency,"conflict of report: foreign media reported that the target of the strike was abu bakar, a haqqani network commander; one of the dead was identified by local officials as militant commander sangeen wali shah.",http://www.thesundaily.my/news/2017/10/18/death-toll-us-drone-strike-pakistan-rises-26-officials; https://tribune.com.pk/story/1532947/drones-hit-house-along-pak-afghan-border-killing-four,0.0,0.0,0.0,0.0,0,2017,2017-10-16
friday- june 18- 2004,22:00,near wana,south waziristan,fata,1,0,1,0,4,0,0,0,0.0,0,0,0,blast occured in courtyard of the house of long-time friend- the late sherzamanashrafkhel where nek mohammad and his colleagues were having dinner,village in wana,http://archives.dawn.com/2004/06/19/top1.htm,69.9,33.0333,28.475,83.255,5,2004,2004-06-18
sunday- may 08- 2005,23:30,mir ali (near afghan border),north waziristan,fata,1,1,0,0,1,0,0,0,0.0,0,0,0,drone struck a car driven by local warlord- killing both him and his passenger ali-yemeni,civilian killied was samiullah khan who was a local warlord,http://www.msnbc.msn.com/id/7847008/,70.1455,32.9746,11.475,52.655,2,2005,2005-05-08
thursday- december 01- 2005,,haisori- miran shah,north waziristan,fata,1,1,0,0,1,0,3,0,0.0,0,2,0,explosive occurred at a mud house,no. 3 al-qaeda's leader abuhamza rabia killed in a drone attack,http://edition.cnn.com/2005/world/asiapcf/12/03/pakistan.rabia/,70.1455,32.9746,7.08,44.744,5,2005,2005-12-01
friday- january 06- 2006,,saidgai village- 115km north of wana,north waziristan,fata,1,0,0,0,0,0,0,0,0.0,0,2,0,,,http://www.reuters.com/article/2007/04/27/us-pakistan-violence-idusisl11111020070427,70.1455,32.9746,0.535,32.963,3,2006,2006-01-06
friday- january 13- 2006,3:00,damadola village,bajaur agency,fata,1,0,0,0,18,0,0,0,0.0,0,2,1,three houses were tarheted in damadola village- 50 kilometers from the afghan border.,masood khan house was among those bombed. wanted al qaeda suspect mualana faqir muhammad's house was 10 km away.,http://www.dailytimes.com.pk/default.asp?page=2006\01\14\story_14-1-2006_pg1_1,71.5,34.6833,10.025,50.045,18,2006,2006-01-13
monday- october 30- 2006,,chenagai,bajaur agency,fata,1,0,0,0,82,0,0,0,0.0,0,0,1,explosion on seminary filled with students,21 teenagers were killed,http://archives.dawn.com/2006/10/31/top1.htm,71.5,34.6833,18.12,64.616,82,2006,2006-10-30
friday- april 27- 2007,,saidgai village,north waziristan,fata,1,0,0,0,2,0,2,0,0.0,0,2,0,attack on house of habibullah which was next to religious school- run by a pro-taliban cleric,millitanta were killed while making bombs,http://www.reuters.com/article/idusisl11111020070427,70.1455,32.9746,25.77,78.386,4,2007,2007-04-27
tuesday- june 19- 2007,10:30,mamirogha- dattakhel,north waziristan,fata,3,0,0,20,32,0,0,20,0.0,0,15,1,explosion occured at cluster of 3 houses and tents (suspected training camp) plus a religious school,millitanta were killed while making bombs,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100207666&issue=np_lhe&date=20070620,70.1455,32.9746,24.395,75.911,32,2007,2007-06-19
friday- november 02- 2007,,dandey darpakhel-miranshah,north waziristan,fata,1,0,0,5,8,0,2,5,0.0,6,12,0,missile killed the militants inside a compound near madrassa- established by jalaluddinhaqqani,house was training camp and explosives store by isuregents loyal to baitullah mehsud,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100291757&issue=np_lhe&date=20071103,70.1455,32.9746,15.325,59.585,10,2007,2007-11-02
monday- december 03- 2007,,jani khel,bannu,kpk,1,0,0,0,0,0,0,0,0.0,0,1,0,,,http://archives.dawn.com/archives/39900,70.6042,32.9861,13.79,56.822,0,2007,2007-12-03
tuesday- january 29- 2008,4:00,khushali village,north waziristan,fata,1,1,0,5,7,5,7,12,0.0,0,2,1,missile hit a house of local resident,dead were pro taliban militants and some of them were arabs and central asians,http://news.bbc.co.uk/2/hi/south_asia/7220823.stm,70.1455,32.9746,2.18,35.924,13,2008,2008-01-29
thursday- february 28- 2008,2:00,kalosha,south waziristan,fata,1,0,0,7,8,0,6,8,0.0,0,3,0,missile hit a house which was rented out to an arab,large number of arabs and other fireigners are living in this area for many years and doing business with local tribals,http://archives.dawn.com/2008/02/29/top1.htm,69.9,33.0333,15.575,60.035,13,2008,2008-02-28
sunday- march 16- 2008,15:35,dhok pirbagh- wana,south waziristan,fata,6,0,0,0,0,0,20,0,0.0,5,8,0,seven missiles landed on a house of  noorullah,arabs were holding meeting in house which was located half km from the station of taliban commander maulvi nazir,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100370680&issue=np_lhe&date=20080317,69.9,33.0333,18.32,64.976,20,2008,2008-03-16
tuesday- april 01- 2008,,miran shah,north waziristan,fata,2,0,0,0,3,0,0,0,0.0,0,0,0,2 missiles hit a house ,,http://www.nawaiwaqt.com.pk/e-paper/lahore/2010-04-06/page-1/detail-7,70.1455,32.9746,16.21,61.178,3,2008,2008-04-01
wednesday- may 14- 2008,20:00,damadola village- near afghan border,bajaur agency,fata,2,1,0,12,19,0,0,12,0.0,0,0,1,missile hit the compound of maulvi ismail where militants have gatherd for dinner. ,surrounding are is in hands of millitants linked to the pakistan taliban militants group- who have been blamed for killing of  benazir bhutto,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100406926&issue=np_lhe&date=20080515,71.5,34.6833,27.24,81.032,20,2008,2008-05-14
saturday- june 14- 2008,,makeen,south waziristan,fata,3,0,0,0,1,0,0,0,0.0,0,0,0,three missiles were fired at a house in a bid to targe the hideout of threek-e-taliban pakistan chief baitullah mehsud,this incident comes just days after an airstrike by us led,http://www.dailytimes.com.pk/default.asp?page=2008\06\15\story_15-6-2008_pg7_5,69.9,33.0333,27.975,82.355,1,2008,2008-06-14
monday- july 28- 2008,,azam warsak- near wana,south waziristan,fata,1,1,0,0,6,0,0,6,0.0,0,3,1,pre-dawn attack blitzed a house close to a madrasa used by militants known as hotbed of taliban and al qaeda support,abu khabab al-masri- an egyptian chemist regarded as one of al qaeda's top bomb makers died in attack,http://www.dailytimes.com.pk/default.asp?page=2008\07\29\story_29-7-2008_pg1_1,69.9,33.0333,27.47,81.446,7,2008,2008-07-28
wednesday- august 13- 2008,20:30,baghar near angoor adda- wana,south waziristan,fata,1,0,0,10,12,0,8,10,0.0,0,0,0,attack on suspected hideout of militants,rehman wazir who id reported to have been killed in the attack belonged to pro militant group led by maulvinazir,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100463739&issue=np_lhe&date=20080814,69.9,33.0333,26.855,80.339,20,2008,2008-08-13
wednesday- august 20- 2008,19:00,zari noori area,south waziristan,fata,1,0,0,6,8,0,0,6,0.0,0,3,0,,,http://afp.google.com/article/aleqm5grlj6xrsgshp7fjtylelxa6i3oma   http://archives.dawn.com/2008/08/21/top6.htm,69.9,33.0333,25.555,77.999,8,2008,2008-08-20
wednesday- august 27- 2008,,ganghikhel area,south waziristan,fata,1,0,0,0,0,0,0,0,0.0,0,4,1,us missile struck the backyard of the house,the missile attack was carried out at a time when a jirga of ahmedzai was negotiating a ceasefire between the govt and taliban,http://www.dailytimes.com.pk/default.asp?page=2008\08\29\story_29-8-2008_pg7_8,69.9,33.0333,25.235,77.423,0,2008,2008-08-27
saturday- august 30- 2008,16:30,ganghikhel- wana,south waziristan,fata,1,0,0,4,6,0,0,4,0.0,2,4,0,missile hit a house near scout camp,this area is considered to be the stronghold of pro-govt warlord maulvi nazeer who had expelled uzbek militants from there.,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100474153&issue=np_lhe&date=20080831,69.9,33.0333,24.175,75.515,6,2008,2008-08-30
saturday- august 30- 2008,15:00,gundikili village- miranshah,north waziristan,fata,1,0,0,0,0,0,6,0,0.0,0,8,1,missile hit a house,,http://www.dailytimes.com.pk/default.asp?page=2008\09\01\story_1-9-2008_pg1_8,70.1455,32.9746,24.255,75.659,6,2008,2008-08-30
thursday- september 04- 2008,17:00,muhammand khel- miranshah,north waziristan,fata,1,0,0,4,6,0,0,4,0.0,0,5,0,unmaned aircraft hit a house of tribesman,the house was known to host foreigners,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100477080&issue=np_lhe&date=20080905,70.1455,32.9746,24.8,76.64,6,2008,2008-09-04
friday- september 05- 2008,9:00,gorveek- miranshah,north waziristan,fata,3,0,0,6,10,0,0,6,0.0,0,0,1,three missiles were fired from a drone that hit two houses,,http://www.express.com.pk/epaper/popupwindow.aspx?newsid=1100477726&issue=np_lhe&date=20080906,70.1455,32.9746,22.645,72.761,10,2008,2008-09-05
